"name","solvedCount","contestId","index"
"Interview with Oleg","3666","738","A"
"Spotlights","2955","738","B"
"Road to Cinema","1510","738","C"
"Sea Battle","1381","738","D"
"Subordinates","648","738","E"
"Financiers Game","125","738","F"
"Interview with Oleg","3016","729","A"
"Spotlights","3721","729","B"
"Road to Cinema","1467","729","C"
"Sea Battle","1524","729","D"
"Subordinates","774","729","E"
"Financiers Game","454","729","F"
"Anton and Danik","136297","734","A"
"Anton and Digits","26591","734","B"
"Anton and Making Potions","5042","734","C"
"Anton and Chess","3580","734","D"
"Anton and Tree","3674","734","E"
"Anton and School","1212","734","F"
"Grasshopper And the String","14750","733","A"
"Parade","10084","733","B"
"Epidemic in Monstropolis","3178","733","C"
"Kostya the Sculptor","3931","733","D"
"Sleep in Class","864","733","E"
"Drivers Dissatisfaction","1052","733","F"
"Toda 2","495","730","A"
"Minimum and Maximum","637","730","B"
"Bulmart","268","730","C"
"Running Over The Bridges","166","730","D"
"Award Ceremony","193","730","E"
"Ber Patio","11","730","F"
"Car Repair Shop","787","730","G"
"Delete Them","1007","730","H"
"Olympiad in Programming and Sports","264","730","I"
"Bottles","468","730","J"
"Roads Orientation Problem","9","730","K"
"Expression Queries","12","730","L"
"Jumping Ball","6666","725","A"
"Food on the Plane","4923","725","B"
"Hidden Word","2536","725","C"
"Contest Balloons","2645","725","D"
"Too Much Money","621","725","E"
"Family Photos","484","725","F"
"Messages on a Tree","148","725","G"
"Buy a Shovel","64954","732","A"
"Cormen --- The Best Friend Of a Man","22527","732","B"
"Sanatorium","8827","732","C"
"Exams","5128","732","D"
"Sockets","1556","732","E"
"Tourist Reform","2196","732","F"
"Night at the Museum","40189","731","A"
"Coupons and Discounts","7466","731","B"
"Socks","6095","731","C"
"80-th Level Archeology","1124","731","D"
"Funny Game","1366","731","E"
"Video Cards","2608","731","F"
"Transformation: from A to B","11416","727","A"
"Bill Total Value","1822","727","B"
"Guess the Array","5285","727","C"
"T-shirts Distribution","1599","727","D"
"Games on a CD","989","727","E"
"Polycarp's problems","728","727","F"
"Checking the Calendar","6814","724","A"
"Batch Sort","3824","724","B"
"Ray Tracing","2082","724","C"
"Dense Subsequence","2203","724","D"
"Goods transportation","1193","724","E"
"Uniformly Branched Trees","391","724","F"
"Xor-matic Number of the Graph","1009","724","G"
"The New Year: Meeting Friends","65072","723","A"
"Text Document Analysis","9588","723","B"
"Polycarp at the Radio","4447","723","C"
"Lakes in Berland","6513","723","D"
"One-Way Reform","1798","723","E"
"st-Spanning Tree","1375","723","F"
"Broken Clock","6375","722","A"
"Verse Pattern","5990","722","B"
"Destroying Array","7419","722","C"
"Generating Sets","2945","722","D"
"Research Rover","792","722","E"
"Cyclic Cipher","468","722","F"
"One-dimensional Japanese Crossword","16869","721","A"
"Passwords","11277","721","B"
"Journey","5334","721","C"
"Maxim and Array","2207","721","D"
"Road to Home","301","721","E"
"Efim and Strange Grade","1790","718","A"
"Sasha and Array","2699","718","C"
"Andrew and Chemistry","390","718","D"
"Matvey's Birthday","348","718","E"
"Vitya in the Countryside","14096","719","A"
"Anatoly and Cockroaches","7889","719","B"
"Efim and Strange Grade","2508","719","C"
"Sasha and Array","714","719","E"
"Closing ceremony","91","720","A"
"Cactusophobia","36","720","B"
"Homework","1","720","C"
"Slalom","2","720","D"
"Cipher","1","720","E"
"Array Covering","1","720","F"
"Plus and Square Root","2080","715","A"
"Complete The Graph","1887","715","B"
"Digit Tree","1459","715","C"
"Create a Maze","247","715","D"
"Complete the Permutations","348","715","E"
"Crazy Computer","20305","716","A"
"Complete the Word","11160","716","B"
"Plus and Square Root","3382","716","C"
"Complete The Graph","748","716","D"
"Digit Tree","556","716","E"
"Sonya and Queries","3469","713","A"
"Searching Rectangles","865","713","B"
"Sonya and Problem Wihtout a Legend","4598","713","C"
"Animals and Puzzle","1049","713","D"
"Sonya Partymaker","347","713","E"
"Meeting of Old Friends","10438","714","A"
"Filya and Homework","13419","714","B"
"Sonya and Queries","4462","714","C"
"Searching Rectangles","458","714","D"
"Sonya and Problem Wihtout a Legend","446","714","E"
"Festival Organization","13","717","A"
"R3D3’s Summer Adventure","12","717","B"
"Potions Homework","767","717","C"
"Dexterina’s Lab","283","717","D"
"Paint it really, really dark gray","308","717","E"
"Heroes of Making Magic III","39","717","F"
"Underfail","86","717","G"
"Pokermon League challenge","96","717","H"
"Cowboy Beblop at his computer","6","717","I"
"Memory and Crow","10802","712","A"
"Memory and Trident","8778","712","B"
"Memory and De-Evolution","5359","712","C"
"Memory and Scores","1639","712","D"
"Memory and Casinos","591","712","E"
"Bus to Udayland","27455","711","A"
"Chris and Magic Square","8242","711","B"
"Coloring Trees","7631","711","C"
"Directed Roads","4265","711","D"
"ZS and The Birthday Paradox","1231","711","E"
"Letters Cyclic Shift","4187","708","A"
"Recover the String","1848","708","B"
"Centroids","2757","708","C"
"Incorrect Flow","705","708","D"
"Student's Camp","943","708","E"
"Juicer","27861","709","A"
"Checkpoints","4519","709","B"
"Letters Cyclic Shift","4322","709","C"
"Recover the String","1237","709","D"
"Centroids","295","709","E"
"King Moves","3714","710","A"
"Optimal Point on a Line","2156","710","B"
"Magic Odd Square","1522","710","C"
"Two Arithmetic Progressions","67","710","D"
"Generate a String","432","710","E"
"String Set Queries","20","710","F"
"Brain's Photos","45142","707","A"
"Bakery","11714","707","B"
"Pythagorean Triples","11785","707","C"
"Persistent Bookcase ","2483","707","D"
"Garlands","934","707","E"
"Beru-taxi","13180","706","A"
"Interesting drink","50128","706","B"
"Hard problem","14793","706","C"
"Vasiliy's Multiset","8607","706","D"
"Working routine","1083","706","E"
"Thor","3924","704","A"
"Ant Man","1390","704","B"
"Black Widow","441","704","C"
"Captain America","778","704","D"
"Iron Man","279","704","E"
"Hulk","94898","705","A"
"Spider Man","8342","705","B"
"Thor","4155","705","C"
"Ant Man","208","705","D"
"Black Widow","31","705","E"
"Mishka and Game","51708","703","A"
"Mishka and trip","5516","703","B"
"Chris and Road","1605","703","C"
"Mishka and Interesting sum","3267","703","D"
"Mishka and Divisors","563","703","E"
"Maximum Increase","3340","702","A"
"Powers of Two","1728","702","B"
"Cellular Network","1512","702","C"
"Road to Post Office","755","702","D"
"Analysis of Pathes in Functional Graph","281","702","E"
"T-Shirts","7","702","F"
"As Fast As Possible","1471","700","A"
"Connecting Universities","2671","700","B"
"Break Up","943","700","C"
"Huffman Coding on Segment","448","700","D"
"Cool Slogans","1146","700","E"
"Cards","17567","701","A"
"Cells Not Under Attack","10294","701","B"
"They Are Everywhere","12270","701","C"
"As Fast As Possible","1558","701","D"
"Connecting Universities","1054","701","E"
"Break Up","174","701","F"
"Vacations","19011","698","A"
"Fix a Tree","3118","698","B"
"LRU","1059","698","C"
"Limak and Shooting Points","448","698","D"
"Cron","95","698","E"
"Coprime Permutation","428","698","F"
"Launch of Collider","13686","699","A"
"One Bomb","7229","699","B"
"Vacations","8002","699","C"
"Fix a Tree","2412","699","D"
"LRU","222","699","E"
"Limak and Shooting Points","44","699","F"
"Lorenzo Von Matterhorn","2352","696","A"
"Puzzles","2092","696","B"
"PLEASE","1411","696","C"
"Legen...","1134","696","D"
"...Wait for it...","486","696","E"
"...Dary!","121","696","F"
"Pineapple Incident","12048","697","A"
"Barnicle","5476","697","B"
"Lorenzo Von Matterhorn","3369","697","C"
"Puzzles","1259","697","D"
"PLEASE","486","697","E"
"Legen...","105","697","F"
"Fashion in Berland","2606","691","A"
"s-palindrome","1307","691","B"
"Exponential notation","670","691","C"
"Swaps in Permutation","866","691","D"
"Xor-sequences","342","691","E"
"Couple Cover","155","691","F"
"Collective Mindsets (easy)","811","690","A1"
"Collective Mindsets (medium)","93","690","A2"
"Collective Mindsets (hard)","67","690","A3"
"Recover Polygon (easy)","334","690","B1"
"Recover Polygon (medium)","44","690","B2"
"Recover Polygon (hard)","20","690","B3"
"Brain Network (easy)","626","690","C1"
"Brain Network (medium)","502","690","C2"
"Brain Network (hard)","159","690","C3"
"The Wall (easy)","710","690","D1"
"The Wall (medium)","328","690","D2"
"The Wall (hard)","154","690","D3"
"Photographs (I)","247","690","E1"
"Photographs (II)","27","690","E2"
"Tree of Life (easy)","598","690","F1"
"Tree of Life (medium)","10","690","F2"
"Tree of Life (hard)","1","690","F3"
"Mike and Cellphone","5013","689","A"
"Mike and Shortcuts","4996","689","B"
"Mike and Chocolate Thieves","4837","689","C"
"Friends and Subsequences","2911","689","D"
"Mike and Geometry Problem","1694","689","E"
"LRU","16","695","A"
"Break Up","17","695","B"
"Limak and Shooting Points","13","695","C"
"Cron","9","695","D"
"Huffman Coding on Segment","4","695","E"
"Coprime Permutation","3","695","F"
"Cool Slogans","0","695","G"
"NP-Hard Problem","8324","687","A"
"Remainders Game","3733","687","B"
"The Values You Can Make","3685","687","C"
"Dividing Kingdom II","846","687","D"
"TOF","306","687","E"
"Opponents","13394","688","A"
"Lovely Palindromes","29187","688","B"
"NP-Hard Problem","4078","688","C"
"Remainders Game","1687","688","D"
"The Values You Can Make","1380","688","E"
"Robbers' watch","1825","685","A"
"Kay and Snowflake","2516","685","B"
"Optimal Point","519","685","C"
"Kay and Eternity","460","685","D"
"Travelling Through the Snow Queen's Kingdom","501","685","E"
"Free Ice Cream","32387","686","A"
"Little Robber Girl's Zoo","7413","686","B"
"Robbers' watch","2292","686","C"
"Kay and Snowflake","1169","686","D"
"Optimal Point","72","686","E"
"Alyona and Numbers","18687","682","A"
"Alyona and Mex","10182","682","B"
"Alyona and the Tree","6663","682","C"
"Alyona and Strings","3119","682","D"
"Alyona and Triangles","630","682","E"
"The Check of the Point","452","683","A"
"The Teacher of Physical Education","253","683","B"
"Symmetric Difference","239","683","C"
"Chocolate Bar","215","683","D"
"Hammer throwing","135","683","E"
"Reformat the String","98","683","F"
"The Fraction","82","683","G"
"Exchange of Books","56","683","H"
"Loader","13","683","I"
"The Hero with Bombs","1","683","J"
"A Good Contest","14213","681","A"
"Economy Game","8130","681","B"
"Heap Operations","6680","681","C"
"Gifts by the List","1685","681","D"
"Runaway to a Shadow","447","681","E"
"Johny Likes Numbers","3002","678","A"
"The Same Calendar","1548","678","B"
"Joty and Chocolate","1444","678","C"
"Iterated Linear Function","923","678","D"
"Another Sith Tournament","184","678","E"
"Lena and Queries","26","678","F"
"Bear and Prime 100","6643","679","A"
"Bear and Tower of Cubes","1378","679","B"
"Bear and Square Grid","846","679","C"
"Bear and Chase","309","679","D"
"Bear and Bad Powers of 42","665","679","E"
"Bear and Five Cards","11411","680","A"
"Bear and Finding Criminals","22556","680","B"
"Bear and Prime 100","4489","680","C"
"Bear and Tower of Cubes","751","680","D"
"Bear and Square Grid","295","680","E"
"Vanya and Fence","126249","677","A"
"Vanya and Food Processor","7286","677","B"
"Vanya and Label","5664","677","C"
"Vanya and Treasure","1508","677","D"
"Vanya and Balloons","553","677","E"
"Nicholas and Permutation","12851","676","A"
"Pyramid of Glasses","5265","676","B"
"Vasya and String","15860","676","C"
"Theseus and labyrinth","1752","676","D"
"The Last Fight Between Human and AI","872","676","E"
"Infinite Sequence","13358","675","A"
"Restoring Painting","7031","675","B"
"Money Transfers","3382","675","C"
"Tree Construction","3336","675","D"
"Trains and Statistic","2402","675","E"
"Recycling Bottles","2063","671","A"
"Robin Hood","1778","671","B"
"Ultimate Weirdness of an Array","591","671","C"
"Roads in Yusland","1106","671","D"
"Organizing a Race","397","671","E"
"Summer Camp","14140","672","A"
"Different is Good","15107","672","B"
"Recycling Bottles","2035","672","C"
"Robin Hood","1192","672","D"
"Ultimate Weirdness of an Array","63","672","E"
"Bear and Colors","588","674","A"
"Bear and Two Paths","558","674","B"
"Levels and Regions","468","674","C"
"Bearish Fanpages","98","674","D"
"Bear and Destroying Subtrees","160","674","E"
"Bears and Juice","183","674","F"
"Choosing Ads","181","674","G"
"Bear and Game","9015","673","A"
"Problems for Round","3332","673","B"
"Bear and Colors","2368","673","C"
"Bear and Two Paths","1549","673","D"
"Levels and Regions","389","673","E"
"Bearish Fanpages","20","673","F"
"Bear and Colors","919","643","A"
"Bear and Two Paths","790","643","B"
"Levels and Regions","478","643","C"
"Bearish Fanpages","205","643","D"
"Bear and Destroying Subtrees","412","643","E"
"Bears and Juice","533","643","F"
"Choosing Ads","796","643","G"
"Holidays","15043","670","A"
"Game of Robots","10482","670","B"
"Cinema","8630","670","C"
"Magic Powder - 1","14835","670","D1"
"Magic Powder - 2","11441","670","D2"
"Correct Bracket Sequence Editor","2899","670","E"
"Restore a Number","826","670","F"
"Reberland Linguistics","1650","666","A"
"World Tour","1526","666","B"
"Codeword","755","666","C"
"Chain Reaction","258","666","D"
"Forensic Examination","1347","666","E"
"Pouring Rain","7279","667","A"
"Coat of Anticubism","5042","667","B"
"Reberland Linguistics","1734","667","C"
"World Tour","566","667","D"
"Chain Reaction","23","667","E"
"Little Artem and Matrix","490","668","A"
"Little Artem and Dance","490","668","B"
"Little Artem and Random Variable","383","668","C"
"Little Artem and Time Machine","451","668","D"
"Little Artem and 2-SAT","66","668","E"
"Little Artem and Graph","46","668","F"
"Little Artem and Presents","9808","669","A"
"Little Artem and Grasshopper","3287","669","B"
"Little Artem and Matrix","2010","669","C"
"Little Artem and Dance","1152","669","D"
"Little Artem and Time Machine","1067","669","E"
"Little Artem and Grasshopper","1941","641","A"
"Little Artem and Matrix","953","641","B"
"Little Artem and Dance","903","641","C"
"Little Artem and Random Variable","470","641","D"
"Little Artem and Time Machine","1127","641","E"
"Little Artem and 2-SAT","124","641","F"
"Little Artem and Graph","51","641","G"
"Buses Between Cities","851","665","A"
"Shopping","1158","665","B"
"Simple Strings","1375","665","C"
"Simple Subset","465","665","D"
"Beautiful Subarrays","189","665","E"
"Four Divisors","28","665","F"
"Rebus","1327","663","A"
"International Olympiad","487","663","B"
"Graph Coloring","566","663","C"
"To Hack or not to Hack","61","663","D"
"Binary Table","400","663","E"
"Complicated GCD","14615","664","A"
"Rebus","1528","664","B"
"International Olympiad","791","664","C"
"Graph Coloring","337","664","D"
"To Hack or not to Hack","15","664","E"
"Gambling Nim","384","662","A"
"Graph Coloring","503","662","B"
"Binary Table","1589","662","C"
"International Olympiad","319","662","D"
"To Hack or not to Hack","76","662","E"
"Lazy Caterer Sequence","173","640","A"
"Seasons","67","640","B"
"Array Sum","23","640","C"
"Maximal Difference","24","640","D"
"Divisibility Check","12","640","E"
"Primes in Interval","20","640","F"
"Hungarian Notation","3","640","G"
"Rotate Matrix","0","640","H"
"Lazy Caterer Sequence","78","661","A"
"Seasons","37","661","B"
"Array Sum","25","661","C"
"Maximal Difference","25","661","D"
"Divisibility Check","18","661","E"
"Primes in Interval","17","661","F"
"Hungarian Notation","8","661","G"
"Rotate Matrix","8","661","H"
"Co-prime Array","1787","660","A"
"Seating On Bus","1926","660","B"
"Hard Process","1077","660","C"
"Number of Parallelograms","641","660","D"
"Different Subsets For All Tuples","122","660","E"
"Bear and Bowling 4","51","660","F"
"Da Vinci Powers","451","656","A"
"Scrambled","924","656","B"
"Without Text","271","656","C"
"Rosetta Problem","140","656","D"
"Out of Controls","353","656","E"
"Ace It!","148","656","F"
"You're a Professional","202","656","G"
"Round House","14693","659","A"
"Qualifying Contest","5876","659","B"
"Tanya and Toys","10600","659","C"
"Bicycle Race","5706","659","D"
"New Reform","6764","659","E"
"Polycarp and Hay","1649","659","F"
"Fence Divercity","919","659","G"
"Bear and Displayed Friends","2101","639","A"
"Bear and Forgotten Tree 3","3601","639","B"
"Bear and Polynomials","486","639","C"
"Bear and Contribution","398","639","D"
"Bear and Paradox","440","639","E"
"Bear and Chemistry","365","639","F"
"Bear and Reverse Radewoosh","6612","658","A"
"Bear and Displayed Friends","2566","658","B"
"Bear and Forgotten Tree 3","1572","658","C"
"Bear and Polynomials","263","658","D"
"Bear and Contribution","75","658","E"
"Bear and Forgotten Tree 3","514","657","A"
"Bear and Polynomials","335","657","B"
"Bear and Contribution","251","657","C"
"Bear and Paradox","107","657","D"
"Bear and Chemistry","38","657","E"
"Любимые числа Поликарпа","538","649","A"
"Этажи","208","649","B"
"Печать условий","157","649","C"
"Дефрагментация памяти","155","649","D"
"Автобус","36","649","E"
"Gabriel and Caterpillar","1623","652","A"
"z-sort","2238","652","B"
"Foe Pairs","751","652","C"
"Nested Segments","593","652","D"
"Pursuit For Artifacts","122","652","E"
"Ants on a Circle","16","652","F"
"Оценки Васи","302","647","A"
"Звёздное небо","212","647","B"
"Наибольший подъем","591","648","A"
"Собери стол","703","648","B"
"Путь Робота","439","648","C"
"Собачки и миски","67","648","D"
"Собери число","23","648","E"
"Три брата","649","646","A"
"Ошибка передачи сообщения","223","646","B"
"Home Numbers","2872","638","A"
"Making Genome in Berland","1448","638","B"
"Road Improvement","1215","638","C"
"Three-dimensional Turtle Super Computer ","493","638","D"
"Bear and Three Balls","6983","653","A"
"Bear and Compressing","4468","653","B"
"Bear and Up-Down","1559","653","C"
"Delivery Bears","1974","653","D"
"Bear and Forgotten Tree 2","1329","653","E"
"Paper task","936","653","F"
"Move by Prime","510","653","G"
"Amity Assessment","2141","645","A"
"Mischievous Mess Makers","1984","645","B"
"Enduring Exodus","2054","645","C"
"Robot Rapping Results Report","2021","645","D"
"Intellectual Inquiry","894","645","E"
"Cowslip Collections","633","645","F"
"Armistice Area Apportionment","99","645","G"
"Amity Assessment","1038","655","A"
"Mischievous Mess Makers","1011","655","B"
"Enduring Exodus","772","655","C"
"Robot Rapping Results Report","545","655","D"
"Intellectual Inquiry","310","655","E"
"Cowslip Collections","119","655","F"
"Armistice Area Apportionment","17","655","G"
"Parliament of Berland","4219","644","A"
"Processing Queries","2449","644","B"
"Hostname Aliases","858","644","C"
"Voting for Photos","4075","637","A"
"Chat Order","9313","637","B"
"Promocodes with Mistakes","1687","637","C"
"Running with Obstacles","1489","637","D"
"Watchmen","7495","650","A"
"Image Preview","1855","650","B"
"Table Compression","1465","650","C"
"Zip-line","1216","650","D"
"Clockwork Bomb","582","650","E"
"Joysticks","21092","651","A"
"Beautiful Paintings","10629","651","B"
"Watchmen","7431","651","C"
"Image Preview","1431","651","D"
"Table Compression","488","651","E"
"Interview","8581","631","A"
"Print Check","6751","631","B"
"Report","3584","631","C"
"Messenger","1802","631","D"
"Product Sum","2065","631","E"
"Grandma Laura and Apples","1703","632","A"
"Alice, Bob, Two Teams","1409","632","B"
"The Smallest String Concatenation","870","632","C"
"Longest Subsequence","359","632","D"
"Thief in a Shop","86","632","E"
"Magic Matrix","48","632","F"
"XOR Equation","2315","627","A"
"Factory Repairs","908","627","B"
"Package Delivery","588","627","C"
"Preorder Test","612","627","D"
"Orchestra","428","627","E"
"Island Puzzle","233","627","F"
"Island Puzzle","1212","634","A"
"XOR Equation","553","634","B"
"Factory Repairs","514","634","C"
"Package Delivery","362","634","D"
"Preorder Test","173","634","E"
"Orchestra","99","634","F"
"Orchestra","2520","635","A"
"Island Puzzle","1501","635","B"
"XOR Equation","975","635","C"
"Factory Repairs","756","635","D"
"Package Delivery","190","635","E"
"Preorder Test","29","635","F"
"Ebony and Ivory","11845","633","A"
"A Trivial Problem","5967","633","B"
"Spy Syndrome 2","2398","633","C"
"Fibonacci-ish","2504","633","D"
"Startup Funding","565","633","E"
"The Chocolate Spree","860","633","F"
"Yash And Trees","701","633","G"
"Fibonacci-ish II","580","633","H"
"Far Relative’s Birthday Cake","12060","629","A"
"Far Relative’s Problem","7274","629","B"
"Famil Door and Brackets","2581","629","C"
"Babaei and Birthday Cake","3411","629","D"
"Famil Door and Roads","954","629","E"
"Tennis Tournament","2387","628","A"
"New Skateboard","1936","628","B"
"Bear and String Distance","1749","628","C"
"Magic Numbers","265","628","D"
"Zbazi in Zeydabad","85","628","E"
"Bear and Fair Set","41","628","F"
"Again Twenty Five!","3238","630","A"
"Moore's Law","1935","630","B"
"Lucky Numbers","2592","630","C"
"Hexagons!","2322","630","D"
"A rectangle","506","630","E"
"Selection of Personnel","1505","630","F"
"Challenge Pennants","660","630","G"
"Benches","1010","630","H"
"Parking Lot","507","630","I"
"Divisibility","2239","630","J"
"Indivisibility","1047","630","K"
"Cracking the Code","965","630","L"
"Turn","347","630","M"
"Forecast","1414","630","N"
"Arrow","151","630","O"
"Area of a Star","119","630","P"
"Pyramids","316","630","Q"
"Game","2068","630","R"
"Robot Sequence","5698","626","A"
"Cards","6221","626","B"
"Block Towers","4106","626","C"
"Jerry's Protest","2546","626","D"
"Simple Skewness","1255","626","E"
"Group Projects","2596","626","F"
"Raffles","515","626","G"
"Infinite Sequence","2849","622","A"
"The Time","2869","622","B"
"Not Equal on a Segment","1158","622","C"
"Optimal Number Permutation","728","622","D"
"Ants in Leaves","235","622","E"
"The Sum of the k-th Powers","50","622","F"
"Guest From the Past","5115","625","A"
"War of the Corporations","9381","625","B"
"K-special Tables","6322","625","C"
"Finals in arithmetic","599","625","D"
"Frog Fights","321","625","E"
"Graph and String","2354","623","A"
"Array GCD","1651","623","B"
"Electric Charges","395","623","C"
"Birthday","463","623","D"
"Transforming Sequence","531","623","E"
"Save Luke","9259","624","A"
"Making a String","7207","624","B"
"Graph and String","1943","624","C"
"Array GCD","377","624","D"
"Electric Charges","58","624","E"
"Wet Shark and Odd and Even","17759","621","A"
"Wet Shark and Bishops","10123","621","B"
"Wet Shark and Flowers","4893","621","C"
"Rat Kwesh and Cheese","956","621","D"
"Wet Shark and Blocks","2543","621","E"
"Slime Combining","7781","618","A"
"Guess the Permutation","6590","618","B"
"Constellation","3712","618","C"
"Hamiltonian Spanning Tree","1609","618","D"
"Robot Arm","558","618","E"
"Double Knapsack","1212","618","F"
"Combining Slimes","227","618","G"
"Elephant","160561","617","A"
"Chocolate","16365","617","B"
"Watering Flowers","4647","617","C"
"Polyline","4027","617","D"
"XOR and Favorite Number","7490","617","E"
"Professor GukiZ's Robot","3351","620","A"
"Grandfather Dovlet’s calculator","3031","620","B"
"Pearls in a Row","1655","620","C"
"Professor GukiZ and Two Arrays","221","620","D"
"New Year Tree","290","620","E"
"Xors on Segments","30","620","F"
"Peter and Snow Blower","1599","613","A"
"Skills","1527","613","B"
"Necklace","770","613","C"
"Kingdom and its Cities","2676","613","D"
"Puzzle Lover","453","613","E"
"Link/Cut Tree","7073","614","A"
"Gena's Code","6560","614","B"
"Peter and Snow Blower","1429","614","C"
"Skills","578","614","D"
"Necklace","185","614","E"
"Comparing Two Long Integers","2213","616","A"
"Dinner with Emma","2709","616","B"
"The Labyrinth","1196","616","C"
"Longest k-Good Segment","1080","616","D"
"Sum of Remainders","233","616","E"
"Expensive Strings","23","616","F"
"Bulbs","15743","615","A"
"Longtail Hedgehog","4423","615","B"
"Running Track","2151","615","C"
"Multipliers","3452","615","D"
"Hexagons","939","615","E"
"New Year and Days","11103","611","A"
"New Year and Old Property","8672","611","B"
"New Year and Domino","7677","611","C"
"New Year and Ancient Prophecy","2450","611","D"
"New Year and Three Musketeers","833","611","E"
"New Year and Cleaning","436","611","F"
"New Year and Cake","422","611","G"
"New Year  and Forgotten Tree","569","611","H"
"Pasha and Stick","20023","610","A"
"Vika and Squares","6766","610","B"
"Harmony Analysis","2709","610","C"
"Vika and Segments","1157","610","D"
"Alphabet Permutations","780","610","E"
"The Text Splitting","2030","612","A"
"HDD is Outdated Technology","2293","612","B"
"Replace To Make Regular Bracket Sequence","1624","612","C"
"The Union of k-Segments","691","612","D"
"Square Root of Permutation","177","612","E"
"Simba on the Circle","21","612","F"
"Chain Reaction","5872","607","A"
"Zuma","9490","607","B"
"Marbles","598","607","C"
"Power Tree","545","607","D"
"Cross Sum","250","607","E"
"Saitama Destroys Hotel","8676","608","A"
"Hamming Distance Sum","6312","608","B"
"Chain Reaction","2924","608","C"
"Zuma","1396","608","D"
"Marbles","163","608","E"
"USB Flash Drives","3148","609","A"
"The Best Gift","2717","609","B"
"Load Balancing","1671","609","C"
"Gadgets for dollars and pounds","477","609","D"
"Minimum spanning tree for each edge","262","609","E"
"Frogs and mosquitoes","35","609","F"
"Sorting Railway Cars","3653","605","A"
"Lazy Student","2007","605","B"
"Freelancer's Dreams","846","605","C"
"Board Game","747","605","D"
"Intergalaxy Trips","1310","605","E"
"Magic Spheres","7434","606","A"
"Testing Robots","2647","606","B"
"Sorting Railway Cars","3117","606","C"
"Lazy Student","1271","606","D"
"Freelancer's Dreams","225","606","E"
"Alternative Thinking","4005","603","A"
"Moodular Arithmetic","1623","603","B"
"Lieges of Legendre","1435","603","C"
"Ruminations on Ruminants","337","603","D"
"Pastoral Oddities","1146","603","E"
"Uncowed Forces","8544","604","A"
"More Cowbell","7398","604","B"
"Alternative Thinking","3511","604","C"
"Moodular Arithmetic","829","604","D"
"Lieges of Legendre","330","604","E"
"Extract Numbers","1409","600","A"
"Queries about less or equal elements","2135","600","B"
"Make Palindrome","1002","600","C"
"Area of Two Circles' Intersection","118","600","D"
"Lomsat gelral","144","600","E"
"Edge coloring of bipartite graph","4","600","F"
"The Two Routes","7149","601","A"
"Lipshitz Sequence","1494","601","B"
"Kleofáš and the n-thlon","1131","601","C"
"Acyclic Organic Compounds","1043","601","D"
"A Museum Robbery","798","601","E"
"Two Bases","7992","602","A"
"Approximating a Constant Range","9622","602","B"
"The Two Routes","3181","602","C"
"Lipshitz Sequence","572","602","D"
"Kleofáš and the n-thlon","147","602","E"
"Patrick and Shopping","25748","599","A"
"Spongebob and Joke","4177","599","B"
"Day at the Beach","4345","599","C"
"Spongebob and Squares","2452","599","D"
"Sandy and Nuts","620","599","E"
"Wilbur and Swimming Pool","6951","596","A"
"Wilbur and Array","9575","596","B"
"Wilbur and Points","2208","596","C"
"Wilbur and Trees","671","596","D"
"Wilbur and Strings","382","596","E"
"Tricky Sum","3994","598","A"
"Queries on a String","2896","598","B"
"Nearest vectors","307","598","C"
"Igor In the Museum","1420","598","D"
"Chocolate Bar","452","598","E"
"Cut Length","6","598","F"
"Divisibility","3756","597","A"
"Restaurant","3968","597","B"
"Subsequences","4086","597","C"
"Warrior and Archer","1054","594","A"
"Max and Bike","314","594","B"
"Edo and Magnets","568","594","C"
"REQ","1450","594","D"
"Cutting the Line","157","594","E"
"Vitaly and Night","13186","595","A"
"Pasha and Phone","2830","595","B"
"Warrior and Archer","585","595","C"
"Max and Bike","155","595","D"
"Edo and Magnets","122","595","E"
"2Char","5320","593","A"
"Anton and Lines","3583","593","B"
"Beautiful Function","273","593","C"
"Happy Tree Party","1166","593","D"
"Strange Calculation and Cats","454","593","E"
"PawnChess","6108","592","A"
"The Monster and the Squirrel","8124","592","B"
"The Big Race","2961","592","C"
"Super M","2265","592","D"
"BCPC","206","592","E"
"Median Smoothing","1548","590","A"
"Chip 'n Dale Rescue Rangers","1117","590","B"
"Three States","2068","590","C"
"Top Secret Task","1095","590","D"
"Birthday","734","590","E"
"Wizards' Duel","12943","591","A"
"Rebranding","7648","591","B"
"Median Smoothing","2301","591","C"
"Chip 'n Dale Rescue Rangers","564","591","D"
"Three States","533","591","E"
"Duff and Weight Lifting","3259","587","A"
"Duff in Beach","1005","587","B"
"Duff in the Army","2619","587","C"
"Duff in Mafia","637","587","D"
"Duff as a Queen","672","587","E"
"Duff is Mad","992","587","F"
"Duff and Meat","20593","588","A"
"Duff in Love","13100","588","B"
"Duff and Weight Lifting","3852","588","C"
"Duff in Beach","394","588","D"
"Duff in the Army","1039","588","E"
"Duff in Mafia","32","588","F"
"Gennady the Dentist","1719","585","A"
"Phillip and Trains","1841","585","B"
"Alice, Bob, Oranges and Apples","666","585","C"
"Lizard Era: Beginning","1251","585","D"
"Present for Vitalik the Philatelist ","982","585","E"
"Digits of Number Pi","619","585","F"
"Alena's Schedule","9425","586","A"
"Laurenty and Shop","4995","586","B"
"Gennady the Dentist","2359","586","C"
"Phillip and Trains","1609","586","D"
"Alice, Bob, Oranges and Apples","281","586","E"
