name,solvedCount,contestId,index,rating
Three Doors,29235,1709,A,800
Difference of GCDs,19880,1708,B,1100
Difference Operations,21559,1708,A,800
Bugaboo,146,1707,F,3500
Replace,571,1707,E,3500
Partial Virtual Trees,591,1707,D,3000
DFS Trees,1403,1707,C,2400
Difference Array,5594,1707,B,1900
Doremy's IQ,13050,1707,A,1600
Qpwoeirut and Vertices,2430,1706,E,2300
Chopping Carrots (Hard Version),1662,1706,D2,2400
Chopping Carrots (Easy Version),6749,1706,D1,1700
Qpwoeirut And The City,14563,1706,C,1400
Making Towers,16300,1706,B,1100
Another String Minimization Problem,22653,1706,A,800
Mark and the Online Exam,587,1705,F,2900
Mark and Professor Koro,1994,1705,E,2300
Mark and Lightbulbs,6179,1705,D,1800
Mark and His Unfinished Essay,13083,1705,C,1400
Mark the Dust Sweeper,22359,1705,B,900
Mark the Photographer,24900,1705,A,800
Game of AI (hard version),79,1704,H2,3500
Game of AI (easy version),174,1704,H1,3200
Mio and Lucky Array,99,1704,G,3500
Colouring Game,945,1704,F,2600
Count Seconds,2248,1704,E,2200
Magical Array,4906,1704,D,1900
Virus,14855,1704,C,1200
Luke is a Foodie,16861,1704,B,1000
Two 0-1 Sequences,15848,1704,A,800
"Good Key, Bad Key",10242,1703,G,1600
Yet Another Problem About Pairs Satisfying an Inequality,18784,1703,F,1300
Mirror Grid,17327,1703,E,1200
Double Strings,24779,1703,D,1100
Cypher,34596,1703,C,800
ICPC Balloons,46624,1703,B,800
YES or YES?,64753,1703,A,800
Passable Paths (hard version),4423,1702,G2,2000
Passable Paths (easy version),5217,1702,G1,1900
Equate Multisets,8090,1702,F,1700
Split Into Two Sets,12650,1702,E,1600
Not a Cheap String,23204,1702,D,1000
Train and Queries,21702,1702,C,1100
Polycarp Writes a String from Memory,27135,1702,B,800
Round Down the Price,33872,1702,A,800
Points,903,1701,F,2500
Text Editor,1086,1701,E,2500
Permutation Restoration,5558,1701,D,1900
Schedule Management,16130,1701,C,1400
Permutation,20026,1701,B,800
Grass Field,25966,1701,A,800
Puzzle,863,1700,F,2600
Serega the Pirate,833,1700,E,2600
River Locks,5907,1700,D,1900
Helping the Nature,10602,1700,C,1700
Palindromic Numbers ,18387,1700,B,1100
Optimal Path,22648,1700,A,800
Three Days Grace,1107,1699,E,2600
Almost Triple Deletions,3055,1699,D,2300
The Third Problem,9511,1699,C,1700
Almost Ternary Matrix,19330,1699,B,900
The Third Three Number Problem,23734,1699,A,800
Long Binary String,307,1698,G,2900
Equal Reversal,597,1698,F,2800
PermutationForces II,1593,1698,E,2300
Fixed Point Guessing,8842,1698,D,1600
3SUM Closure,18104,1698,C,1300
Rising Sand,20719,1698,B,800
XOR Mixup,28238,1698,A,800
Too Many Constraints,534,1697,F,2800
Coloring,1152,1697,E,2400
Guess The String,4322,1697,D,1900
awoo's Favorite Problem,14069,1697,C,1400
Promo,25816,1697,B,900
Parkway Walk,25512,1697,A,800
Maximum Product?,156,1696,H,3500
Fishingprince Plays With Array Again,268,1696,G,3300
Tree Recovery,856,1696,F,2600
Placing Jinas,3901,1696,E,2000
Permutation Graph,5250,1696,D,1900
Fishingprince Plays With Array,11382,1696,C,1400
NIT Destroys the Universe,19950,1696,B,900
NIT orz!,18471,1696,A,800
Ambiguous Dominoes,426,1695,E,2700
Tree Queries (Hard Version),1936,1695,D2,2300
Tree Queries (Easy Version),2110,1695,D1,2200
Zero Path,10561,1695,C,1700
Circle Game,18139,1695,B,1000
Subrectangle Guess,16166,1695,A,800
Paranoid String,18695,1694,B,1200
Creep,22245,1694,A,800
I Might Be Wrong,279,1693,F,3400
Outermost Maximums,397,1693,E,3400
Decinc Dividing,787,1693,D,2800
Keshi in Search of AmShZ,2474,1693,C,2300
Fake Plastic Trees,8177,1693,B,1700
Directional Increase,15807,1693,A,1300
Gambling,7195,1692,H,1700
2^Sort,16556,1692,G,1400
3SUM,21793,1692,F,1300
Binary Deque,20586,1692,E,1200
The Clock,18956,1692,D,1100
Where's the Bishop?,32917,1692,C,800
All Distinct,33233,1692,B,800
Marathon,61483,1692,A,800
K-Set Tree,930,1691,F,2500
Number of Groups,1765,1691,E,2300
Max GEQ Sum,5588,1691,D,1800
Sum of Substrings,15241,1691,C,1400
Shoe Shuffling,21827,1691,B,1000
Beat The Odds,30066,1691,A,800
Count the Trains,3295,1690,G,2000
Shifting String,6923,1690,F,1700
Price Maximization,14735,1690,E,1500
Black and White Stripe,27640,1690,D,1000
Restoring the Duration of Tasks,25641,1690,C,800
Array Decrements,24931,1690,B,800
Print a Pedestal (Codeforces logo?),32820,1690,A,800
ANDfinity,1169,1689,E,2500
Lena and Matrix,4068,1689,D,1900
Infected Tree,10815,1689,C,1600
Mystic Permutation,17224,1689,B,900
Lex String,16442,1689,A,800
Manipulating History,7993,1688,C,1700
Patchouli's Magical Talisman,17989,1688,B,800
Cirno's Perfect Bitmasks Classroom,21083,1688,A,800
Koishi's Unconscious Permutation,80,1687,F,3500
Become Big For Me,222,1687,E,3500
Cute number,562,1687,D,2900
Sanae and Giant Robot,1349,1687,C,2500
Railway System,3523,1687,B,1700
The Enchanted Forest,10118,1687,A,1600
Odd Subarrays,18015,1686,B,800
Everything Everywhere All But One,20265,1686,A,800
The Ultimate LIS Problem,144,1685,E,3500
Permutation Weight (Hard Version),105,1685,D2,3500
Permutation Weight (Easy Version),431,1685,D1,2800
Bring Balance,949,1685,C,2600
Linguistics,3199,1685,B,2000
Circular Local MiniMax,16658,1685,A,1100
Hard Cut,236,1684,H,3400
Euclid Guess,583,1684,G,2800
Diverse Segments,850,1684,F,2600
MEX vs DIFF,3082,1684,E,2100
Traps,9429,1684,D,1700
Column Swapping,12124,1684,C,1400
Z mod X = C,20719,1684,B,800
Digit Minimization,23617,1684,A,800
MCMF?,301,1682,F,2700
Unordered Swaps,569,1682,E,2700
Circular Spanning Tree,3214,1682,D,2000
LIS or Reverse LIS?,14322,1682,C,1400
AND Sorting,17659,1682,B,1100
Palindromic Indices,19107,1682,A,800
Unique Occurrences,1605,1681,F,2300
Labyrinth Adventures,713,1681,E,2600
Required Length,9391,1681,D,1700
Double Sort,17101,1681,C,1200
Card Trick,19908,1681,B,800
Game with Cards,20814,1681,A,800
Lenient Vertex Cover,637,1680,F,2600
Moving Chips,3672,1680,E,2000
Dog Walking,1131,1680,D,2400
Binary String,9648,1680,C,1600
Robots,18128,1680,B,800
Minimums and Maximums,21139,1680,A,800
Formalism for Formalism,507,1679,F,2600
Typical Party in Dorm,1115,1679,E,2400
Toss a Coin to Your Graph...,4631,1679,D,1900
Rooks Defenders,10031,1679,C,1400
Stone Age Problem,17428,1679,B,1200
AvtoBus,22602,1679,A,900
Tokitsukaze and Good 01-String (hard version),6462,1678,B2,1800
Tokitsukaze and Good 01-String (easy version),15762,1678,B1,800
Tokitsukaze and All Zero Sequence,18001,1678,A,800
Tokitsukaze and Gems,89,1677,F,3500
Tokitsukaze and Beautiful Subsegments,522,1677,E,2900
Tokitsukaze and Permutations,1222,1677,D,2500
Tokitsukaze and Two Colorful Tapes,3476,1677,C,1900
Tokitsukaze and Meeting,4080,1677,B,1700
Tokitsukaze and Strange Inequality,8233,1677,A,1600
Maximum Crossings (Hard Version),10266,1676,H2,1500
Maximum Crossings (Easy Version),13523,1676,H1,1400
White-Black Balanced Subtrees,14600,1676,G,1300
Longest Strike,16119,1676,F,1300
Eating Queries,25119,1676,E,1100
X-Sum,24397,1676,D,1000
Most Similar Words,29193,1676,C,800
Equal Candies,46144,1676,B,800
Lucky?,59929,1676,A,800
Sorting Pancakes,1622,1675,G,2300
Vlad and Unfinished Business,5106,1675,F,1800
"Replace With the Previous, Minimize",10310,1675,E,1500
Vertical Paths,12729,1675,D,1300
Detective Task,17932,1675,C,1100
Make It Increasing,25460,1675,B,900
Food for Animals,31988,1675,A,800
Remove Directed Edges,2416,1674,G,2000
Desktop Rearrangement,4921,1674,F,1800
Breaking the Wall,6233,1674,E,2000
A-B-C Sort,15930,1674,D,1200
Infinite Replacement,23116,1674,C,1000
Dictionary,25826,1674,B,800
Number Transformation,25866,1674,A,800
Anti-Theft Road Planning,779,1673,F,2400
Power or XOR?,671,1673,E,2500
Lost Arithmetic Progression,3226,1673,D,1900
Palindrome Basis,12148,1673,C,1500
A Perfectly Balanced String?,14556,1673,B,1100
Subtle Substring Subtraction,18287,1673,A,800
PermutationForces,161,1672,I,3000
Zigu Zagu,920,1672,H,2700
Cross Xor,318,1672,G,3200
Checker for Array Shuffling,783,1672,F2,2800
Array Shuffling,3012,1672,F1,2000
notepad.exe,2108,1672,E,2200
Cyclic Rotation,6067,1672,D,1700
Unequal Array,13034,1672,C,1100
I love AAAB,15672,1672,B,800
Log Chopping,15941,1672,A,800
Permutation Counting,318,1671,F,2700
Preorder,2668,1671,E,2100
Insert a Progression,7425,1671,D,1600
Dolce Vita,16304,1671,C,1200
Consecutive Points Segment,18243,1671,B,1000
String Building,20260,1671,A,800
"Jee, You See?",933,1670,F,2400
Hemose on the Tree,1697,1670,E,2200
Very Suspicious,5007,1670,D,1700
Where is the Pizza?,9612,1670,C,1400
Dorms War,12483,1670,B,1100
Prof. Slim,15283,1670,A,800
Maximal AND,17105,1669,H,1300
Fall Down,17638,1669,G,1200
Eating Candies,23955,1669,F,1100
2-Letter Strings,17239,1669,E,1200
Colorful Stamp,21449,1669,D,1100
Odd/Even Increments,33445,1669,C,800
Triple,40870,1669,B,800
Division?,58855,1669,A,800
Social Distance,16402,1668,B,900
Direction Change,16197,1668,A,800
Yin Yang,93,1667,F,3500
Centroid Probabilities,633,1667,E,3000
Edge Elimination,648,1667,D,2900
Half Queen Cover,1534,1667,C,2400
Optimal Partition,3536,1667,B,2100
Make it Increasing,14481,1667,A,1300
Labyrinth,3007,1666,L,1800
Kingdom Partition,232,1666,K,3200
Job Lookup,1299,1666,J,2100
Interactive Treasure Hunt,1392,1666,I,2200
Heroes of Might,61,1666,H,3500
Global Warming,135,1666,G,3100
Fancy Stack,1123,1666,F,2200
Even Split,689,1666,E,2500
Deletive Editing,7301,1666,D,900
Connect the Points,3103,1666,C,1800
Budget Distribution,54,1666,B,3300
Admissible Map,100,1666,A,3300
MinimizOR,1452,1665,E,2500
GCD Guess,3764,1665,D,2000
Tree Infection,8129,1665,C,1600
Array Cloning Technique,19217,1665,B,900
GCD vs LCM,23157,1665,A,800
Teleporters,567,1661,F,2600
Narrow Components,924,1661,E,2500
Progressions Covering,4578,1661,D,1900
Water the Trees,9114,1661,C,1700
Getting Zero,17222,1661,B,1300
Array Balancing,18249,1661,A,800
Promising String (hard version),2632,1660,F2,2100
Promising String (easy version),7088,1660,F1,1700
Matrix and Shifts,7064,1660,E,1600
Maximum Product Strikes Back,8328,1660,D,1600
Get an Even String,19025,1660,C,1300
Vlad and Candies,27705,1660,B,800
Vasya and Coins,35363,1660,A,800
Tree and Permutation Game,188,1659,F,3000
AND-MEX Walk,1483,1659,E,2200
Reverse Sort Sum,3918,1659,D,1900
Line Empire,9972,1659,C,1500
Bit Flipping,10718,1659,B,1300
Red Versus Blue,17470,1659,A,1000
Juju and Binary String,736,1658,F,2700
Gojou and Matrix Game,1030,1658,E,2500
388535 (Hard Version),2463,1658,D2,2300
388535 (Easy Version),8887,1658,D1,1600
Shinju and the Lost Permutation,9171,1658,C,1700
Marin and Anti-coprime Permutation,18452,1658,B,800
Marin and Photoshoot,20200,1658,A,800
Words on Tree,561,1657,F,2600
Star MST,2012,1657,E,2200
For Gamers. By Gamers.,4751,1657,D,2000
Bracket Sequence Deletion,16618,1657,C,1200
XY Sequence,22659,1657,B,800
Integer Moves,23779,1657,A,800
Neighbour Ordering,98,1656,I,3500
Equal LCM Subsets,424,1656,H,3200
Cycle Palindrome,275,1656,G,3200
Parametric MST,1013,1656,F,2600
Equal Tree Sums,3344,1656,E,2200
K-good,6708,1656,D,1900
Make Equal With Mod,18730,1656,C,1200
Subtract Operation,18016,1656,B,1100
Good Pairs,19458,1656,A,800
Three Minimums,71,1654,H,3500
Snowy Mountain,359,1654,G,2900
Minimal String Xoration,1071,1654,F,2800
Arithmetic Operations,2008,1654,E,2300
Potion Brewing Class,2804,1654,D,2100
Alice and the Cake,13258,1654,C,1400
Prefix Removals,15526,1654,B,800
Maximum Cake Tastiness,18476,1654,A,800
Tower Defense,368,1651,F,3000
Sum of Matchings,506,1651,E,2600
Nearest Excluded Points,4916,1651,D,1900
Fault-tolerant Network,10563,1651,C,1500
Prove Him Wrong,19422,1651,B,800
Playoff,25464,1651,A,800
Counting Shortcuts,2360,1650,G,2100
Vitaly and Advanced Useless Algorithms,1399,1650,F,2200
Rescheduling the Exam,4053,1650,E,1900
Twist the Permutation,12804,1650,D,1300
Weight of the System of Nested Segments,16527,1650,C,1200
DIV + MOD,27165,1650,B,900
Deletions of Two Adjacent Letters,34146,1650,A,800
Game of Ball Passing,12839,1649,B,1300
Game,15433,1649,A,800
Two Avenues,106,1648,F,3500
Air Reform,387,1648,E,3200
Serious Business,813,1648,D,2800
Tyler and Strings,2891,1648,C,1900
Integral Array,6269,1648,B,1800
Weird Sum,12078,1648,A,1400
Madoka and Laziness,379,1647,F,3100
Madoka and the Sixth-graders,962,1647,E,2500
Madoka and the Best School in Russia,5175,1647,D,1900
Madoka and Childish Pranks,12449,1647,C,1300
Madoka and the Elegant Gift,15168,1647,B,1200
Madoka and Math Dad,22569,1647,A,800
Playing Around the Table,407,1646,F,2900
Power Board,2324,1646,E,2200
Weight the Tree,3606,1646,D,2000
Factorials and Powers of Two,13523,1646,C,1500
Quality vs Quantity,20961,1646,B,800
Square Counting,24076,1646,A,800
Basis,316,1644,F,2900
Expand the Path,3027,1644,E,1900
Cross Coloring,7046,1644,D,1700
Increase Subarray Sums,13496,1644,C,1400
Anti-Fibonacci Permutation,20543,1644,B,800
Doors and Keys,27051,1644,A,800
Power Walking,16705,1642,B,900
Hard Way,16050,1642,A,800
Covering Circle,96,1641,F,3500
Special Positions,205,1641,E,3300
Two Arrays,1067,1641,D,2700
Anonymity Is Important,2351,1641,C,2200
Repetitions Decoding,3752,1641,B,2000
Great Sequence,17653,1641,A,1200
Two Posters,210,1638,F,3200
Colorful Operations,1812,1638,E,2400
Big Brush,4087,1638,D,2000
Inversion Graph,14451,1638,C,1300
Odd Swap Sort,20523,1638,B,1100
Reverse,21267,1638,A,800
Minimize Inversions Number,304,1637,H,3500
Birthday,496,1637,G,3000
Towers,1719,1637,F,2500
Best Pair,3216,1637,E,2100
Yet Another Minimization Problem,7461,1637,D,1800
Andrew and Stones,17471,1637,C,1200
MEX and Array,14689,1637,B,1100
Sorting Parts,22151,1637,A,800
Closest Pair ,989,1635,F,2800
Cars ,2183,1635,E,2200
Infinite Set,6082,1635,D,1800
Differential Sorting,16751,1635,C,1200
Avoid Local Maximums,17850,1635,B,800
Min Or Sum,22444,1635,A,800
Fibonacci Additions,1538,1634,F,2700
Fair Share,1612,1634,E,2400
Finding Zero,4257,1634,D,2000
OKEA,18009,1634,C,1000
Fortune Telling,15970,1634,B,1400
Reverse and Concatenate,23726,1634,A,800
Perfect Matching,312,1633,F,2800
Spanning Tree Queries,1469,1633,E,2400
Make Them Equal,13348,1633,D,1600
Kill the Monster,19755,1633,C,1100
Minority,27446,1633,B,800
Div. 7,32170,1633,A,800
Distance Tree (hard version),936,1632,E2,2700
Distance Tree (easy version),1118,1632,E1,2400
New Year Concert,4515,1632,D,2000
Strange Test,12401,1632,C,1600
Roof Construction,21363,1632,B,1000
ABC,29068,1632,A,800
Fun with Even Subarrays,19622,1631,B,1100
Min Max Swap,28776,1631,A,800
Making It Bipartite,532,1630,F,3400
Expected Components,431,1630,E,2900
Flipping Range,1534,1630,D,2400
Paint the Middle,2875,1630,C,2200
Range and Partition,5578,1630,B,1800
And Matching,14229,1630,A,1500
GCD Arrays,23114,1629,B,800
Download More RAM,28673,1629,A,800
Spaceship Crisis Management,85,1628,F,3500
Groceries in Meteor Town,843,1628,E,3100
Game on Sum (Hard Version),2006,1628,D2,2400
Game on Sum (Easy Version),3053,1628,D1,2100
Grid Xor,3110,1628,C,2300
Peculiar Movie Preferences,11312,1628,B,1700
Meximum Array,15337,1628,A,1400
Not Splitting,557,1627,F,2700
Not Escaping,2265,1627,E,2200
Not Adding,7953,1627,D,1900
Not Assigning,14183,1627,C,1400
Not Sitting,16381,1627,B,1300
Not Shading,23873,1627,A,800
A Random Code Problem,717,1626,F,2800
Black and White Tree,1525,1626,E,2400
Martial Arts Tournament,3825,1626,D,2100
Monsters And Spells,10699,1626,C,1700
Minor Reduction,22469,1626,B,1100
Equidistant Letters,28461,1626,A,800
Cats on the Upgrade (hard version),584,1625,E2,2800
Cats on the Upgrade (easy version),983,1625,E1,2500
Binary Spiders,1997,1625,D,2300
Road Optimization,10250,1625,C,1700
Elementary Particles,15936,1625,B,1100
Ancient Civilization,17045,1625,A,800
MinOr Tree,5693,1624,G,1900
Interacdive Problem,3215,1624,F,2000
Masha-forgetful,3997,1624,E,2000
Palindromes Coloring,16513,1624,D,1400
Division by Two and Permutation,24276,1624,C,1100
Make AP,35031,1624,B,900
Plus One on the Subset,50455,1624,A,800
Middle Duplication,1081,1623,E,2500
Robot Cleaner Revisit,1356,1623,D,2300
Balanced Stone Heaps,11518,1623,C,1600
Game on Ranges,13961,1623,B,1100
Robot Cleaner,19940,1623,A,800
Quadratic Set,606,1622,F,2900
Math Test,1858,1622,E,2200
Shuffle,3916,1622,D,2000
Set or Decrease,12581,1622,C,1600
Berland Music,20674,1622,B,1000
Construct a Rectangle,29636,1622,A,800
Two Sequences,111,1621,I,3500
Trains and Airplanes,164,1621,H,3500
Weighted Increasing Subsequences,628,1621,G,3200
Strange Instructions,543,1621,F,2700
New School,1736,1621,E,2300
The Winter Hike,3996,1621,D,2100
Hidden Permutations,6797,1621,C,1700
Integers Shop,13216,1621,B,1500
Stable Arrangement of Rooks,23637,1621,A,800
Subsequences Galore,867,1620,G,2400
Bipartite Array,593,1620,F,2800
Replace the Numbers,7926,1620,E,1900
Exact Change,4089,1620,D,2000
BA-String,6417,1620,C,1800
Triangles on a Rectangle,20079,1620,B,1000
Equal or Not Equal,21340,1620,A,800
Permutation and Queries,1091,1619,H,2400
Unusual Minesweeper,2337,1619,G,2000
Let's Play the Hat?,2056,1619,F,2000
MEX and Increments,8802,1619,E,1700
New Year's Problem,7358,1619,D,1800
Wrong Addition,20492,1619,C,1200
Squares and Cubes,30310,1619,B,800
Square String?,49447,1619,A,800
Trader Problem,1505,1618,G,2200
Reverse,4088,1618,F,2000
Singers' Tour,7027,1618,E,1700
Array and Operations,18508,1618,D,1300
Paint the Array,21977,1618,C,1100
Missing Bigram,22417,1618,B,800
Polycarp and Sums of Subsequences,31844,1618,A,800
Christmas Chocolates,843,1617,E,2700
Too Many Impostors (hard version),1734,1617,D2,2400
Too Many Impostors (easy version),4579,1617,D1,1800
Paprika and Permutation,14729,1617,C,1300
GCD Problem,22714,1617,B,900
Forbidden Subsequence,16145,1617,A,800
Keep XOR Low,805,1616,H,3000
Just Add an Edge,269,1616,G,3500
Tricolor Triangles,586,1616,F,2900
Lexicographically Small Enough,2405,1616,E,2200
Keep the Average High,4767,1616,D,2000
Representative Edges,12070,1616,C,1500
Mirror in the String,19230,1616,B,1100
Integer Diversity,22522,1616,A,800
Reindeer Games,313,1615,H,3000
Maximum Adjacent Pairs,149,1615,G,3300
LEGOndary Grandmaster,772,1615,F,2800
Purple Crayon,1413,1615,E,2400
X(or)-mas Tree,1850,1615,D,2200
Menorah,8186,1615,C,1600
And It's Non-Zero,15413,1615,B,1300
Closing The Gap,20597,1615,A,800
Divan and a Cottage,813,1614,E,2600
Divan and Kostomuksha (hard version),2215,1614,D2,2300
Divan and Kostomuksha (easy version),3702,1614,D1,2100
Divan and bitwise operations,10027,1614,C,1500
Divan and a New Project ,18282,1614,B,1000
Divan and a Store,23122,1614,A,800
Tree Coloring,670,1613,F,2600
Crazy Robot,5042,1613,E,2000
MEX Sequences,4488,1613,D,1900
Poisoned Dagger,23062,1613,C,1200
Absent Remainder,21315,1613,B,1000
Long Comparison,24138,1613,A,900
Max Sum Array,819,1612,G,2500
Armor and Weapons,578,1612,F,2800
Messages,2419,1612,E,2000
X-Magic Pair,8926,1612,D,1600
Chat Ban,16284,1612,C,1300
Special Permutation,16981,1612,B,900
Distance,17552,1612,A,800
Robot and Candies,612,1611,G,2500
ATM and Students,6281,1611,F,1800
Escape The Maze (hard version),3709,1611,E2,1900
Escape The Maze (easy version),7045,1611,E1,1700
Weights Assignment For Tree Edges,9626,1611,D,1500
Polycarp Recovers the Permutation,18075,1611,C,1000
Team Composition: Programmers and Mathematicians,28863,1611,B,800
Make Even,30953,1611,A,800
Mashtali vs AtCoder,274,1610,I,3100
Squid Game,436,1610,H,3100
AmShZ Wins a Bet,383,1610,G,3300
Mashtali: a Space Oddysey,512,1610,F,3000
AmShZ and G.O.A.T.,1641,1610,E,2300
Not Quite Lee,2628,1610,D,2000
Keshi Is Throwing a Party,10969,1610,C,1600
Kalindrome Array,15150,1610,B,1100
Anti Light's Cell Guessing,15892,1610,A,900
Pushing Robots,90,1609,H,3500
A Stroll Around the Matrix,368,1609,G,3000
Interesting Sections,737,1609,F,2800
William The Oblivious ,1889,1609,E,2400
Social Network,7069,1609,D,1600
Complex Market Analysis,9564,1609,C,1400
William the Vigilant,11552,1609,B,1100
Divide and Multiply,16786,1609,A,900
Alphabetic Tree,151,1608,G,3500
MEX counting,527,1608,F,3200
The Cells on the Paper,426,1608,E,2800
Dominoes,1358,1608,D,2400
Game Master,6487,1608,C,1700
Build the Permutation,11522,1608,B,1200
Find Array,18809,1608,A,800
Banquet Preparations 2,1205,1607,H,2200
Banquet Preparations 1,1527,1607,G,2200
Robot on the Board 2,1899,1607,F,2300
Robot on the Board 1,9125,1607,E,1600
Blue-Red Permutation,16534,1607,D,1300
Minimum Extraction,24527,1607,C,1000
Odd Grasshopper,25138,1607,B,900
Linear Keyboard,36448,1607,A,800
Tree Queries,523,1606,F,2800
Arena,3407,1606,E,2100
Red-Blue Matrix,1410,1606,D,2400
Banknotes,13880,1606,C,1400
Update Files,18380,1606,B,1100
AB Balance,23383,1606,A,900
PalindORme,294,1605,F,2900
Array Equalizer,1004,1605,E,2400
Treelabeling,2858,1605,D,2100
Dominant Character,16539,1605,C,1400
Reverse Sort,17777,1605,B,1000
A.M. Deviation,20410,1605,A,800
XOR Specia-LIS-t,15522,1604,B,1100
Era,21239,1604,A,800
"October 18, 2017",269,1603,F,2700
A Perfect Problem,407,1603,E,3200
Artistic Partition,624,1603,D,3000
Extreme Extension,1993,1603,C,2300
Moderate Modular Mode,13198,1603,B,1600
Di-visible Confusion,16323,1603,A,1300
Divine Array,13916,1602,B,1100
Two Subsequences,18833,1602,A,800
Two Sorts,171,1601,F,3400
Phys Ed Online,467,1601,E,2900
Difficult Mountain,1404,1601,D,2700
Optimal Insertion,1948,1601,C,2300
Frog Traveler,4842,1601,B,1900
Array Elimination,13648,1601,A,1300
Robot Factory,3816,1600,J,1400
Party Organization,438,1600,F,2300
Array Game,1975,1600,E,1900
Bob's Beautiful Array,286,1599,J,2600
Desert,114,1599,I,2700
Hidden Fortress,1023,1599,H,2100
Shortest path,364,1599,G,2700
Mars,308,1599,F,2700
Two Arrays,67,1599,E,3200
Bubble Popping,30,1599,D,3200
Bubble Strike,1613,1599,C,2000
Restaurant Game,136,1599,B,3100
Weights,636,1599,A,2600
The Sum of Good Numbers,326,1598,G,3200
RBS,1335,1598,F,2400
Staircases,2258,1598,E,2100
Training Session,8470,1598,D,1700
Delete Two Elements,20261,1598,C,1200
Groups,15844,1598,B,1000
Computer Game,22944,1598,A,800
Ideal Farm,1275,1594,F,2400
Rubik's Cube Coloring (hard version),1457,1594,E2,2300
Rubik's Cube Coloring (easy version),10943,1594,E1,1300
The Number of Imposters,7208,1594,D,1700
Make Them Equal,18411,1594,C,1200
Special Numbers,19424,1594,B,1100
Consecutive Sum Riddle,24055,1594,A,800
Changing Brackets,1644,1593,G,2200
Red-Black Number,2377,1593,F,2100
Gardener and Tree,11925,1593,E,1600
Half of Same,4866,1593,D2,1900
All are Same,19757,1593,D1,1100
Save More Mice,24303,1593,C,1000
Make it Divisible by 25,25801,1593,B,900
Elections,35918,1593,A,800
Alice and Recoloring 2,686,1592,F2,2800
Alice and Recoloring 1,796,1592,F1,2600
Bored Bakry,1559,1592,E,2400
Hemose in ICPC ?,2184,1592,D,2300
Bakry and Partitioning,7721,1592,C,1700
Hemose Shopping,15682,1592,B,1200
Gamer Hemose,21769,1592,A,800
Jumping Through the Array,273,1588,F,3500
Omkar and Mosaic,189,1586,I,3500
Poachers,173,1585,G,2500
Non-equal Neighbours,1169,1585,F,2400
Frequency Queries,1027,1585,E,2400
Yet Another Sorting Problem,3679,1585,D,1900
Minimize Distance,11695,1585,C,1300
Array Eversion,14888,1585,B,900
Life of a Flower,17592,1585,A,800
Eligible Segments,204,1584,G,3200
Strange LCS,891,1584,F,2600
Game with Stones,1236,1584,E,2300
Guess the Permutation,3584,1584,D,2000
Two Arrays,16110,1584,C,900
Coloring Rectangles,13170,1584,B,1000
Mathematical Addition,14686,1584,A,800
Omkar and Tours,318,1583,H,3300
Omkar and Time Travel,407,1583,G,3000
Defender of Childhood Dreams,1242,1583,F,2500
Moment of Bloom,2174,1583,E,2200
Omkar and the Meaning of Life,5283,1583,D,1800
Omkar and Determination,6847,1583,C,1700
Omkar and Heavenly Tree,12022,1583,B,1200
Windblume Ode,13633,1583,A,800
Kuzya and Homework,567,1582,G,2600
Korney Korneevich and XOR (hard version),1743,1582,F2,2400
Korney Korneevich and XOR (easy version),5362,1582,F1,1800
Pchelyonok and Segments,3627,1582,E,2000
"Vupsen, Pupsen and 0",10245,1582,D,1600
Grandma Capa Knits a Scarf,14823,1582,C,1200
Luntik and Subsequences,19352,1582,B,900
Luntik and Concerts,18354,1582,A,800
Diameter of Graph,11115,1581,B,1200
CQXYM Count Permutations,13320,1581,A,800
Problems for Codeforces,131,1580,F,3300
Railway Construction,72,1580,E,3400
Subsequence,780,1580,D,2900
Train Maintenance,1700,1580,C,2200
Mathematics Curriculum,991,1580,B,2600
Portal,3591,1580,A,1700
Minimal Coverage,2294,1579,G,2200
Array Stabilization (AND version),4636,1579,F,1700
Array Optimization by Deque,6481,1579,E2,1700
Permutation Minimization by Deque,21087,1579,E1,1000
Productive Meeting,15609,1579,D,1400
Ticks,10386,1579,C,1500
Shifting Sort,17916,1579,B,1100
Casimir's String Solitaire,38160,1579,A,800
The Mind,439,1578,M,2700
Labyrinth,1069,1578,L,2400
Kingdom of Islands,347,1578,K,2800
Just Kingdom,224,1578,J,3100
Interactive Rays,59,1578,I,3300
Higher Order Functions,2000,1578,H,1700
Game of Chance,35,1578,G,3500
Framing Pictures,148,1578,F,2900
Easy Scheduling,3752,1578,E,1200
Dragon Curve,44,1578,D,3200
Cactus Lady and her Cing,9,1578,C,3500
Building Forest Trails,322,1578,B,2800
Anti-Tetris,336,1578,A,2800
Managing Telephone Poles,241,1575,M,2400
Longest Array Deconstruction,1301,1575,L,2100
Knitting Batik,668,1575,K,2200
Jeopardy of Dropped Balls,3679,1575,J,1500
Illusions of the Desert,850,1575,I,2300
Holiday Wall Ornaments,590,1575,H,2200
GCD Festival,655,1575,G,2200
Finding Expected Value,111,1575,F,2900
Eye-Pleasing City Park Tour,320,1575,E,2600
Divisible by Twenty-Five,2435,1575,D,1800
Cyclic Sum,156,1575,C,3000
Building an Amusement Park,457,1575,B,2300
Another Sorting Problem,4274,1575,A,1100
Occurrences,596,1574,F,2700
Coloring,880,1574,E,2500
The Strongest Build,4390,1574,D,2000
Slay the Dragon,16701,1574,C,1300
Combinatorics Homework,17117,1574,B,1100
